partei,username,bundesland
FDP,guidokosmehl,SA
FDP,johnkaube,SA
FDP,julis_sachsenanhalt,SA
FDP,kathrintarricone,SA
FDP,lydia_hueskens,SA
FDP,marcoairoldi0,SA
FDP,oliver_mank,SA
FDP,timkehrwieder,SA
FDP,trstnschpr,SA
B90/GRÜNE,bndnisgrne.kreisv,SA
B90/GRÜNE,dennis_helmich,SA
B90/GRÜNE,diegruenenbgld,SA
B90/GRÜNE,fraktion.bndnis90,SA
B90/GRÜNE,gj_halle,SA
B90/GRÜNE,gj_sachsenanhalt,SA
B90/GRÜNE,gruene_lsa,SA
B90/GRÜNE,gruene_wittenberg,SA
B90/GRÜNE,gruene.halle,SA
B90/GRÜNE,gruenefraktionlsa,SA
B90/GRÜNE,lenazehne,SA
B90/GRÜNE,lennox.schrickel,SA
B90/GRÜNE,madeleinelinke,SA
B90/GRÜNE,mamad.mohamad5,SA
B90/GRÜNE,olaf_meister,SA
B90/GRÜNE,rike.lrk,SA
B90/GRÜNE,sziborraseidlitz,SA
LINKE,alexander.luft39,SA
LINKE,antonia.kaloff,SA
LINKE,dennisjannack,SA
LINKE,dielinke_boerde,SA
LINKE,dielinke_dessauro,SA
LINKE,dielinke_sk,SA
LINKE,dielinke.msh,SA
LINKE,dielinkeblk,SA
LINKE,dielinkelsa,SA
LINKE,dielinkemd,SA
LINKE,dielinkestendal,SA
LINKE,eric_stehr,SA
LINKE,evavonangern,SA
LINKE,jannikbalint,SA
LINKE,linksfraktion.halle,SA
LINKE,linksfraktion.lsa,SA
LINKE,linksjugend_solid_md,SA
LINKE,linksjugend_wittenberg,SA
LINKE,mscholz_dielinke,SA
LINKE,mustafa_groener,SA
LINKE,natalie.nagel.die,SA
LINKE,nicklaskurzweil,SA
LINKE,noah.biswanger,SA
LINKE,rafael.rotermund,SA
LINKE,reneschernikau,SA
LINKE,sophie.manleitner,SA
AfD,afd_bernburg,SA
AfD,afdfraktionsachsenanhalt,SA
AfD,afdkv_mansfeld_suedharz,SA
AfD,afdsachsen_anhalt,SA
AfD,benjaminhellmann,SA
AfD,christianhecht4,SA
AfD,christianhechtafd,SA
AfD,danielwald.mdl,SA
AfD,dirk.afd,SA
AfD,dirkjonas410,SA
AfD,dirklassowski,SA
AfD,fan222320,SA
AfD,florianschroeder75,SA
AfD,gordon.koehler,SA
AfD,janscharfenort,SA
AfD,julianewaehler,SA
AfD,kai.behrens,SA
AfD,lkt818,SA
AfD,lotharwaehler_afd,SA
AfD,magdeburger70afd,SA
AfD,michaela.kmpfert,SA
AfD,mutzurwahrheit90,SA
AfD,politik_der_vernunft_86,SA
AfD,rigutar,SA
AfD,sebastiankochga,SA
AfD,thomas.schmirande,SA
AfD,uwearendt,SA
AfD,wahrheitkannwehtun,SA
BSW,andreas.michelmann_bsw,SA
BSW,bsw.sachsenanhalt,SA
BSW,bsw.sachsenanhalt.ost,SA
BSW,bsw.sachsenanhalt3,SA
BSW,bswsachsenanhalt,SA
BSW,carsten_reiche_,SA
BSW,holli8147,SA
BSW,masterkelle1910,SA
BSW,matthiashohmann7,SA
BSW,oliver.bart.bsw,SA
BSW,roland.herbert.bsw,SA
BSW,schulle798,SA
SPD,beatrix.hegenkoetter,MV
SPD,christianbrade.de,MV
SPD,christineklingohr,MV
SPD,dirk.stamer,MV
SPD,erikvonmalottki,MV
SPD,julian.barlen,MV
SPD,manuschwesig,MV
SPD,marcel_falk_spd,MV
SPD,michelfriedrich.s,MV
SPD,nadinejulitz,MV
SPD,pdacu,MV
SPD,schmelzergrit,MV
SPD,spd.mv,MV
SPD,spd.nwm,MV
SPD,spdstralsund,MV
SPD,strohscheinjens,MV
SPD,therrholz,MV
CDU,annchristinvonallwoerden,MV
CDU,benjaminheinke7,MV
CDU,cdu.mv,MV
CDU,christian.rotkowsky.mv,MV
CDU,danielpeters_mv,MV
CDU,ivosieder605,MV
CDU,junge_union.vr,MV
CDU,karo_herrmann,MV
CDU,kenny.grafenhorst,MV
CDU,martin.rohloff8,MV
CDU,tmplpatrick,MV
CDU,yvette_schoeler,MV
FDP,dietmartackmann,MV
FDP,fdp.guestrow,MV
FDP,fdp.wismar,MV
FDP,fdpmagdeburg,MV
FDP,fdprostock,MV
FDP,jens.kaufmann.fdp,MV
FDP,jessica.mendlelan,MV
FDP,kai_uwerichter,MV
B90/GRÜNE,bambusflieger6,MV
B90/GRÜNE,grnefraktionhro,MV
B90/GRÜNE,gruene.nwm,MV
B90/GRÜNE,gruene.vg,MV
B90/GRÜNE,gruene.vorpommernruegen,MV
B90/GRÜNE,gruenejugend.mv,MV
B90/GRÜNE,gruenelup,MV
B90/GRÜNE,gruenemv,MV
B90/GRÜNE,gruenerostock,MV
B90/GRÜNE,horn.katharina,MV
B90/GRÜNE,sebastian_hueller,MV
B90/GRÜNE,stefantrzeczak,MV
Linke,bernhardt.jacqueline,MV
Linke,die.linke.lwl_pch,MV
Linke,die.linke.rostock,MV
Linke,dielinke_mv,MV
Linke,dielinke.lro,MV
Linke,dielinkeruegenhiddensee,MV
Linke,evamariakroeger,MV
Linke,genosse.luis,MV
Linke,hennis.herbst,MV
Linke,linksfraktionmv,MV
Linke,linksjugendsn,MV
Linke,michael_noetzel,MV
Linke,niklas_hehenkamp,MV
Linke,nurgul_.sn,MV
Linke,salimhemeed,MV
Linke,toralf_herzer,MV
AfD,afd_rostock,MV
AfD,afd.ortsverband.hagenow,MV
AfD,afd.schwerin,MV
AfD,afdgreifswald,MV
AfD,afdmvlandesverband,MV
AfD,alexander.tschich.afd,MV
AfD,beatrice.schmitt.afd,MV
AfD,christianskotnik,MV
AfD,clurt63,MV
AfD,enrico.schult,MV
AfD,hanswernermoltzenafd,MV
AfD,inken_arndt,MV
AfD,jan.steinfurth.afd,MV
AfD,janmichael499,MV
AfD,jannikschreiberafd,MV
AfD,janphillip_tadsen,MV
AfD,jarod.schilke.afd,MV
AfD,leiferikholm,MV
AfD,manuelamedrowafdmv,MV
AfD,marioundfiete,MV
AfD,martinschmidtafd,MV
AfD,michael_meister_mdl_afd,MV
AfD,michael.kasch.afd,MV
AfD,nauliadf,MV
AfD,nicole.ehlers8,MV
AfD,nikolaushgw,MV
AfD,paultimm_afdmv,MV
AfD,peterreizlein_afd,MV
AfD,petrafederau,MV
AfD,sandra.graf.afd,MV
AfD,sari.safari86,MV
AfD,steffenschrauber,MV
AfD,steffiburmeister_afd,MV
AfD,thomas.de.jesus.f,MV
AfD,thoresteinafd,MV
AfD,zorn.automobile,MV
BSW,bsw.nwm,MV
BSW,bswschwerin,MV
BSW,fdp_sachsenanhalt,MV
BSW,jenskulbatzki,MV
BSW,jsw.mv,MV
BSW,meinhard_guhl,MV
BSW,t.behnke,MV
SPD,4ecke,BE
SPD,ann_kathrin_biewener,BE
SPD,bettina_reinicken,BE
SPD,charlotte_mende,BE
SPD,christianhochgrebe,BE
SPD,dunjawolff,BE
SPD,franziska.giffey,BE
SPD,hopp_stagram,BE
SPD,jusos_berlin,BE
SPD,jusos.berlin,BE
SPD,mathias_schulz,BE
SPD,mirjam_golm_spd,BE
SPD,nico.kaufmann030,BE
SPD,orkanoezdemir,BE
SPD,paulbahlmann,BE
SPD,paulkruegr,BE
SPD,raedsalehberlin,BE
SPD,sara.ruediger,BE
SPD,sebschluesselburg,BE
SPD,sevdaboyraciberlin,BE
SPD,sevim_aydin_spd,BE
SPD,spd_fraktion_lichtenberg,BE
SPD,spd_ts,BE
SPD,spd.neukoelln,BE
SPD,spdberlin,BE
SPD,spdfraktionrdf,BE
SPD,steffenkrach,BE
SPD,thomasgiebel,BE
SPD,wiebken,BE
CDU,aldona.niemczyk.cdu,BE
CDU,bernd.siggelkow,BE
CDU,cdu.charlottenburg,BE
CDU,cdu.fraktion.berlin,BE
CDU,cdupankowsued,BE
CDU,christine.mgling,BE
CDU,christopher.foerster,BE
CDU,danny.freymark.mda,BE
CDU,dennis.haustein,BE
CDU,enderlein_,BE
CDU,frankluhmann,BE
CDU,jungeunion.ts,BE
CDU,kiezmacheralex,BE
CDU,lilia_usik,BE
CDU,lisaknack,BE
CDU,mitsz.berlin,BE
CDU,richard.gamp,BE
CDU,stefan_lenz_emob,BE
CDU,stephan.standfuss,BE
CDU,susanne.gontard,BE
CDU,sven.fervers,BE
CDU,timur.husein.fk,BE
FDP,batuhan_temiz,BE
FDP,dominique_bobeck,BE
FDP,fdp_berlin,BE
FDP,fdp_cw,BE
FDP,fdp_lichtenberg,BE
FDP,jamiehasselbergfdp,BE
FDP,julisberlin,BE
FDP,moritz.wimmer2,BE
Linke,yurtsever.oezdemir,BE
Linke,tobias_schulze,BE
Linke,solid_berlin,BE
Linke,sarah42bremer,BE
Linke,philipp_dehne,BE
Linke,nikschrader,BE
Linke,niklasschenktein,BE
Linke,michaelefler0,BE
Linke,max__schirmer,BE
Linke,marthriarchy,BE
Linke,linksjugendtk,BE
Linke,linksfraktiontk,BE
Linke,linke_ts,BE
Linke,linke_lichtenberg,BE
Linke,leftywiebelt,BE
Linke,kerstin.wolter7,BE
Linke,jackysanehy,BE
Linke,franziska.brychcy,BE
Linke,eliferalpberlin,BE
Linke,eda.terkan,BE
Linke,dielinkesz,BE
Linke,dielinkeneukoelln,BE
Linke,dielinkeberlin,BE
Linke,dielinke_rdf,BE
Linke,diejungelinke.mahe,BE
Linke,claudiaengelmann_,BE
Linke,bjoern.tielebein,BE
Linke,asya.senyz,BE
Linke,antleonhardt,BE
AfD,adrat,BE
AfD,afd_berlin_lichtenberg,BE
AfD,afd_tempelhofschoeneberg,BE
AfD,afd.pankow,BE
AfD,afd.reinickendorf,BE
AfD,afdfraktionspandau,BE
AfD,afdsteglitzzehlendorf,BE
AfD,alternativefuertk,BE
AfD,berliner.afd,BE
AfD,carstenubbelohdeafd,BE
AfD,david.christopher.eckert,BE
AfD,dr.kristinbrinker,BE
AfD,hauptstadtfraktion,BE
AfD,hughbronson,BE
AfD,jeannetteauricht,BE
AfD,martinctkohler,BE
AfD,roberteschricht,BE
AfD,rolfwiedenhaupt,BE
AfD,stephanknaute,BE
AfD,tommy.tabor.mda,BE
AfD,vallendarmarc,BE
BSW,alinaxblue,BE
BSW,bsw.berlin,BE
BSW,nguyenthuydung.bsw,BE
BSW,serkus007,BE
BSW,tereza.schebsdat,BE
BSW,wolf_norman,BE
B90/GRÜNE,aferditasuka1,BE
B90/GRÜNE,andre.schulze.mdaa,BE
B90/GRÜNE,bettina.jarasch,BE
B90/GRÜNE,chantal.gruene,BE
B90/GRÜNE,coba_gruene,BE
B90/GRÜNE,gjb_tempelschoen,BE
B90/GRÜNE,gollaleh_ahmadi,BE
B90/GRÜNE,graf.wer,BE
B90/GRÜNE,gruene_mahe,BE
B90/GRÜNE,gruene_neukoelln,BE
B90/GRÜNE,gruene_tk,BE
B90/GRÜNE,gruene.rdf,BE
B90/GRÜNE,gruene.spandau,BE
B90/GRÜNE,gruenefraktionber,BE
B90/GRÜNE,gruenelichtenberg,BE
B90/GRÜNE,gruenemitte,BE
B90/GRÜNE,gruenepankow,BE
B90/GRÜNE,gruenesuedwest,BE
B90/GRÜNE,gruenets,BE
B90/GRÜNE,gruenexhain,BE
B90/GRÜNE,jakob.matti,BE
B90/GRÜNE,jan.stiermann,BE
B90/GRÜNE,katrinschmidberger,BE
B90/GRÜNE,kuebrafuerkreuzberg,BE
B90/GRÜNE,manuela..neubert,BE
B90/GRÜNE,mori09tv,BE
B90/GRÜNE,nikos.engel,BE
B90/GRÜNE,pascal.grothe,BE
B90/GRÜNE,s_k_walter,BE
B90/GRÜNE,sebastian_kascha,BE
B90/GRÜNE,suncica.klaas,BE
B90/GRÜNE,tarekmassalme,BE
B90/GRÜNE,taylan_kurt,BE
B90/GRÜNE,tubabozkurt_mda,BE
